Date,open,high,low,close,volume,Dividends,Stock Splits,symbol
2023-11-27 00:00:00+01:00,13.102838787090139,13.22649994390233,13.026204382439387,13.088905334472656,7573557,0.0,0.0,ENI.MI
2023-11-28 00:00:00+01:00,13.09064393224502,13.23520565032959,13.059293878619593,13.23520565032959,8930050,0.0,0.0,ENI.MI
2023-11-29 00:00:00+01:00,13.235206634896386,13.282232549341781,13.101095201546745,13.156829833984375,9206192,0.0,0.0,ENI.MI
2023-11-30 00:00:00+01:00,13.193405790890898,13.41111876321919,13.167280466754045,13.209081649780273,20213714,0.0,0.0,ENI.MI
2023-12-01 00:00:00+01:00,13.214304998877495,13.311840805557086,13.174246228095713,13.280489921569824,7633127,0.0,0.0,ENI.MI
2023-12-04 00:00:00+01:00,13.162056004357666,13.20559793531001,12.987884958511899,13.027944564819336,15815176,0.0,0.0,ENI.MI
2023-12-05 00:00:00+01:00,13.033170075285225,13.155089648550812,13.019236623328654,13.141156196594238,10947396,0.0,0.0,ENI.MI
2023-12-06 00:00:00+01:00,13.137671985373226,13.151605436209982,12.986143112182617,12.986143112182617,11144046,0.0,0.0,ENI.MI
2023-12-07 00:00:00+01:00,12.986143337239199,13.008785506682235,12.862483024597168,12.862483024597168,8907031,0.0,0.0,ENI.MI
2023-12-08 00:00:00+01:00,12.89034912875285,13.073228050546822,12.89034912875285,13.071486473083496,8888177,0.0,0.0,ENI.MI
2023-12-11 00:00:00+01:00,13.128964633598292,13.13244778904273,13.00007874655319,13.048846244812012,6343566,0.0,0.0,ENI.MI
2023-12-12 00:00:00+01:00,13.017494474221296,13.062778813974177,12.890350173494156,12.892091751098633,10476860,0.0,0.0,ENI.MI
2023-12-13 00:00:00+01:00,12.871192351737669,12.89557610147849,12.811974555151503,12.845067024230957,11903522,0.0,0.0,ENI.MI
2023-12-14 00:00:00+01:00,12.932151839635997,12.95827716569431,12.785848518792985,12.93040943145752,10067998,0.0,0.0,ENI.MI
2023-12-15 00:00:00+01:00,12.980919089787289,13.102837829415828,12.848549223323019,12.900800704956055,21410112,0.0,0.0,ENI.MI
2023-12-18 00:00:00+01:00,12.94782564844454,13.095870532999175,12.919958747344191,13.055810928344727,8666437,0.0,0.0,ENI.MI
2023-12-19 00:00:00+01:00,12.996593509167058,13.095870904356742,12.9844016357763,13.085420608520508,7622134,0.0,0.0,ENI.MI
2023-12-20 00:00:00+01:00,13.132446624960586,13.275266782141962,13.132446624960586,13.240432739257812,9335325,0.0,0.0,ENI.MI
2023-12-21 00:00:00+01:00,13.160314569705035,13.296166757786658,13.134188414238976,13.23694896697998,7457337,0.0,0.0,ENI.MI
2023-12-22 00:00:00+01:00,13.256108113913102,13.364093400520069,13.249140972950766,13.313584327697754,7179649,0.0,0.0,ENI.MI
2023-12-27 00:00:00+01:00,13.336226838825764,13.45814641047607,13.317067823571092,13.44247055053711,7843914,0.0,0.0,ENI.MI
2023-12-28 00:00:00+01:00,13.461628711441316,13.489495613216668,13.364092894209412,13.374543190002441,6753776,0.0,0.0,ENI.MI
2023-12-29 00:00:00+01:00,13.371060753251129,13.472079731004795,13.325776412551523,13.365835189819336,6564286,0.0,0.0,ENI.MI
2024-01-02 00:00:00+01:00,13.480787342729153,13.637540954321993,13.451178862423044,13.546972274780273,12028319,0.0,0.0,ENI.MI
2024-01-03 00:00:00+01:00,13.585289581295356,13.593997468857882,13.344934443879207,13.44421100616455,11451542,0.0,0.0,ENI.MI
2024-01-04 00:00:00+01:00,13.562647099089558,13.620123308218904,13.515621185302734,13.515621185302734,10082686,0.0,0.0,ENI.MI
2024-01-05 00:00:00+01:00,13.465111633120614,13.533038139343262,13.412860985570312,13.533038139343262,8745328,0.0,0.0,ENI.MI
2024-01-08 00:00:00+01:00,13.419828317677293,13.444212065792348,13.128964087437275,13.132447242736816,17561631,0.0,0.0,ENI.MI
2024-01-09 00:00:00+01:00,13.162056766043042,13.210824263057654,12.996594429016113,12.996594429016113,9374172,0.0,0.0,ENI.MI
2024-01-10 00:00:00+01:00,13.000077595794357,13.090645442896946,12.940858975425877,12.961759567260742,7047631,0.0,0.0,ENI.MI
2024-01-11 00:00:00+01:00,13.017493919125252,13.064519834477318,12.893832778880265,12.89905834197998,8557879,0.0,0.0,ENI.MI
2024-01-12 00:00:00+01:00,13.02794507743606,13.179473129215754,13.010527639962513,13.09935474395752,10379238,0.0,0.0,ENI.MI
2024-01-15 00:00:00+01:00,13.081938779493363,13.109805684208727,13.034912858717957,13.059296607971191,5045569,0.0,0.0,ENI.MI
2024-01-16 00:00:00+01:00,12.994853254403578,13.144639735958107,12.951310489071746,13.003561973571777,6178552,0.0,0.0,ENI.MI
2024-01-17 00:00:00+01:00,12.932151350028995,12.940859238045995,12.691796200068508,12.759722709655762,13188476,0.0,0.0,ENI.MI
2024-01-18 00:00:00+01:00,12.784107766168685,12.876418032674,12.590778513740206,12.721405982971191,14143636,0.0,0.0,ENI.MI
2024-01-19 00:00:00+01:00,12.80152379887608,12.834616266768558,12.57858607316415,12.583810806274414,10321935,0.0,0.0,ENI.MI
2024-01-22 00:00:00+01:00,12.58380953663644,12.618643578717775,12.388738734879151,12.488016128540039,10754778,0.0,0.0,ENI.MI
2024-01-23 00:00:00+01:00,12.542009702507402,12.592518774933499,12.430540431039125,12.503691673278809,6857693,0.0,0.0,ENI.MI
2024-01-24 00:00:00+01:00,12.505431969538797,12.618642807006836,12.463631619903001,12.618642807006836,7307844,0.0,0.0,ENI.MI
2024-01-25 00:00:00+01:00,12.618644776524297,12.775398396024448,12.61516162113825,12.684829711914062,6847400,0.0,0.0,ENI.MI
2024-01-26 00:00:00+01:00,12.801523754572576,12.869450267825874,12.75623941240371,12.85029125213623,8794608,0.0,0.0,ENI.MI
2024-01-29 00:00:00+01:00,12.973951642174018,13.09412963183577,12.944343162039184,12.993110656738281,11675301,0.0,0.0,ENI.MI
2024-01-30 00:00:00+01:00,12.951310087357076,13.014011866812274,12.852033515650064,12.996594429016113,9562560,0.0,0.0,ENI.MI
2024-01-31 00:00:00+01:00,13.038395304329065,13.094129941234593,12.900800704956055,12.900800704956055,11930812,0.0,0.0,ENI.MI
2024-02-01 00:00:00+01:00,12.932150907694965,13.036653034906532,12.852032527115187,12.886866569519043,9346213,0.0,0.0,ENI.MI
2024-02-02 00:00:00+01:00,12.801522273620103,12.876415919508013,12.702245712280273,12.702245712280273,10476329,0.0,0.0,ENI.MI
2024-02-05 00:00:00+01:00,12.662186589317468,12.695279054525438,12.465374206140881,12.517624855041504,12653626,0.0,0.0,ENI.MI
2024-02-06 00:00:00+01:00,12.573359688741151,12.74230517258143,12.557684659924485,12.716179847717285,9750065,0.0,0.0,ENI.MI
2024-02-07 00:00:00+01:00,12.658703774601396,12.702246536862226,12.514142036437988,12.514142036437988,7384127,0.0,0.0,ENI.MI
2024-02-08 00:00:00+01:00,12.522850137330758,12.60296851695575,12.409639293240112,12.510658264160156,8247408,0.0,0.0,ENI.MI
2024-02-09 00:00:00+01:00,12.510658815527938,12.550717591851361,12.437506742771303,12.447957038879395,7399275,0.0,0.0,ENI.MI
2024-02-12 00:00:00+01:00,12.447956769368039,12.608193532210656,12.380030261390685,12.573359489440918,8059672,0.0,0.0,ENI.MI
2024-02-13 00:00:00+01:00,12.606453447294255,12.74056490156608,12.548977228393356,12.601228713989258,9795346,0.0,0.0,ENI.MI
2024-02-14 00:00:00+01:00,12.606451954514787,12.705729350136581,12.578585052502929,12.629094123840332,7645046,0.0,0.0,ENI.MI
2024-02-15 00:00:00+01:00,12.597743269317832,12.717921257019043,12.54375104271426,12.717921257019043,9929652,0.0,0.0,ENI.MI
2024-02-16 00:00:00+01:00,12.61341942866624,12.677861952712899,12.308620923496102,12.326038360595703,21332877,0.0,0.0,ENI.MI
2024-02-19 00:00:00+01:00,12.355645616112538,12.366095911234519,12.188442555178913,12.339970588684082,9446477,0.0,0.0,ENI.MI
2024-02-20 00:00:00+01:00,12.34868214101112,12.453184285710364,12.291205919901074,12.306880950927734,8475357,0.0,0.0,ENI.MI
2024-02-21 00:00:00+01:00,12.312104419001951,12.470599612850647,12.230244455593194,12.454924583435059,8595672,0.0,0.0,ENI.MI
2024-02-22 00:00:00+01:00,12.512401357404384,12.542010670410686,12.381773891750019,12.392223358154297,8854766,0.0,0.0,ENI.MI
2024-02-23 00:00:00+01:00,12.369580080901256,12.437505754442565,12.338229195068237,12.414863586425781,7415299,0.0,0.0,ENI.MI
2024-02-26 00:00:00+01:00,12.341712684422633,12.430539781435337,12.301653910196924,12.411380767822266,6848219,0.0,0.0,ENI.MI
2024-02-27 00:00:00+01:00,12.383512926723508,12.533299377714423,12.383512926723508,12.522849082946777,7014587,0.0,0.0,ENI.MI
2024-02-28 00:00:00+01:00,12.535042730343086,12.6099355511906,12.475824938612488,12.50195026397705,6710554,0.0,0.0,ENI.MI
2024-02-29 00:00:00+01:00,12.444473569418868,12.496725048639812,12.380030216797884,12.40789794921875,26352304,0.0,0.0,ENI.MI
2024-03-01 00:00:00+01:00,12.446215829802627,12.514142341261914,12.386998037109459,12.477566719055176,7544578,0.0,0.0,ENI.MI
